product_id,hh,vv
0.10451259284032788,0.47781470176615537,0.6570071979775269
0.2097483888987507,0.9246105633066762,0.4821543588211904
0.2833418536083053,0.09093672584712298,0.7904296220206993
0.0764735135025747,0.16009217774233686,0.370218696560051
0.5235513404683785,0.07847794767299521,0.4716454174353505
0.6607566290719398,0.07660791908726106,0.16856490306466854
0.26429367514956914,0.6764379198540325,0.678941164851747
0.9223392533604517,0.5968437901776247,0.6602402841492754
0.4291915764350991,0.3588453088184652,0.20712840452584336
0.9230089827862328,0.04133134802306504,0.2517418852180482
0.042867224543858606,0.14142029869393513,0.004194491839728642
0.4968952372380224,0.8883591230762183,0.8500189521420298
0.30387022369772154,0.9901722960425187,0.2848923470044211
0.31775349215933035,0.20075915131220612,0.7145650390799587
0.9337777449073403,0.8472664547976395,0.7532565468646101
0.708341180998899,0.466890902976262,0.8973298659089253
0.6964415498873706,0.663010526357863,0.14422033946513824
0.2675707650243657,0.29963782000431827,0.804508439682168
0.40602423316295766,0.3081531590727179,0.19749474881172646
0.39965287229517255,0.20899124782627898,0.5312832183078744
0.9462026296237972,0.5858855819477986,0.1839796562916174
0.17782400385569874,0.09656700050224176,0.9734023122320931
0.0076923842371704465,0.9283166723668159,0.5650389833502681
0.1127346139428489,0.8270827847550477,0.7815902716014993
0.2782015094267104,0.9346265327282637,0.6652444753982911
0.3148216538096784,0.3460268466501272,0.38224595560673924
0.48415201154267173,0.658055428627356,0.7219338928417628
0.7892044643475469,0.6875891408413937,0.18702342261774807
0.821227036697762,0.6472563530423351,0.048856179606495465
0.3157900786829019,0.8432403715966958,0.22195345178384107
0.9586244268810558,0.6455664612657654,0.8132478516720055
0.7457357544553342,0.8296962375161696,0.4459495926478464
0.214496441833392,0.360785729770825,0.5763107488814551
0.3385312571470237,0.035010812903385036,0.08490198685631489
0.05175880886863227,0.9304256823062155,0.9613165850288875
0.7664910433121152,0.3411257288902253,0.2825183786161636
0.09733235803206397,0.6119842080964477,0.8811557200183153
0.594200762142313,0.6851064418184747,0.5922475144615588
0.9480663313250498,0.9152849787330374,0.12967211635101283
0.4859919246557164,0.9552123116518066,0.37005570506741514
0.8136438179644907,0.544978096318501,0.38760769391757655
0.4487532641191505,0.1551305936431313,0.518234337571017
0.5504501179136456,0.5787367958912467,0.43085060767853733
0.10478202349810506,0.19480230950848765,0.9003248737594868
0.05108307770964737,0.5301427566060977,0.9091722163914095
0.04309334136500309,0.7538308142676342,0.16762878154528693
0.036388451181910586,0.16810832998417347,0.4145144448117142
0.3999392889116353,0.47148499460718607,0.8690042264990626
0.14869081015510321,0.3830953386664796,0.9989188539910185
0.9127766810896507,0.343504933786552,0.2538620347526913
0.7007162683880952,0.9493764232032674,0.6229120266736097
0.9266635291494884,0.8385775044121881,0.577802767028216
0.09539135698194989,0.9758024000282625,0.4406207441033694
0.45420445150134914,0.4592744518766745,0.12531369410629134
0.808973473810605,0.09411456116546346,0.9835696285121729
0.382696958807617,0.7118405959799546,0.3739499626374543
0.226271962903988,0.2630779762073223,0.3277062127279643
0.7518193035200261,0.055621394180997874,0.9958729640571014
0.563133856386784,0.19265002550467436,0.7452305532963552
0.015499951535365875,0.5671879252947711,0.44811853802183155
0.27578146688495075,0.31783716545327656,0.2322330435529426
0.9472461295860164,0.8750980467153094,0.32763627211431123
0.20636519104619044,0.05806904711224059,0.7317736306256031
0.6365199986965895,0.06760735903954129,0.04446507982750869
0.6588547778467807,0.6401088603575411,0.7506138078668051
0.23743846868513374,0.8743441775152909,0.5959991696459486
0.6544708216778533,0.20764478669029152,0.12290697017194663
0.46176729946996575,0.28779552155135923,0.11024113546504599
0.10939946084599506,0.2711653425049312,0.7655182296090361
0.6754743540561484,0.4544889876207322,0.013854680843708223
0.22752547358759978,0.6224988690142316,0.7741352637773243
0.8256851062003324,0.50607836941828,0.05546951759405461
0.5092675235238915,0.5926466735740703,0.3286010836936827
0.4458318764091015,0.4169945520647952,0.09977980985508517
0.27703219492661957,0.3594897534807757,0.843710295455917
0.2989845328519528,0.9772078978612461,0.7710214388945744
0.7647954166271639,0.31846876600753493,0.1967506365200009
0.050467471433597644,0.20601282191018255,0.14196116570481876
0.6097403850532398,0.8162264213341318,0.5696731102426541
0.36660027785553206,0.4061104920745402,0.08224716393022702
0.18800032274709322,0.9660560638987304,0.02337365902559263
0.21793435885317636,0.4587961017247021,0.6653003803358126
0.6058347508298282,0.06378757932403711,0.7626346469408574
0.8020388265144084,0.6982866523031891,0.06546682773511814
0.5147630100116285,0.42813129497019586,0.382551373930761
0.09750450450713488,0.4072766207103069,0.6285575725098257
0.20091824319446805,0.7942863410745359,0.9307002376709584
0.1941249832403812,0.43536080901927865,0.7027074682395479
0.6627737649880875,0.8000455434815188,0.6820659558928968
0.9473995699931185,0.9342622547807665,0.14068881817531564
0.6378580673097368,0.5439250913530566,0.17875321943923173
0.3485586165446487,0.31688275415737976,0.25333578569262794
0.2317496491897545,0.11246811061842887,0.6665171782337068
0.19191017114003406,0.3085738448771149,0.3327061600223571
0.4031250145731281,0.23770906779515877,0.728428963950417
0.6258816866449044,0.8608952656764651,0.5582642030301785
0.7303145699355195,0.5398384942405894,0.26121690695161304
0.4573789235545165,0.999348969171681,0.18628274757081276
0.9415213612139431,0.5035081142051093,0.7924740503291203
0.7605148322957171,0.37908014700628656,0.6478929464662834
